pair_ID	sentença_a	sentença_b	relatedness_score	entailment_judgment
8460	Um homem com um chapéu para trás está sentado no chão	Uma pessoa com um chapéu para trás está sentado no chão	4.6	ENTAILMENT
8462	Um jovem de camisa branca e chapéu dourado e preto está sentado com pernas cruzadas	Um jovem de camisa branca e ouro e chapéu preto está sentado com pernas cruzadas	4.7	ENTAILMENT
8469	Uma jovem menina oriental está de pé acima da multidão e está brincando com um crawheel	Uma jovem menina oriental está de pé acima das pessoas e está brincando com um cata -vento	4.7	ENTAILMENT
8470	Uma jovem menina ocidental está de pé acima da multidão e está brincando com um cata -vento	Uma jovem menina oriental está de pé acima da multidão e está brincando com um crawheel	4.2	NEUTRAL
8474	Uma jovem menina oriental está de pé acima da multidão e está brincando com um crawheel	Uma garota de suéter azul está segurando um brinquedo multicolor e está sentado nos ombros de uma mulher com cabelos grisalhos	2.6	NEUTRAL
8475	Uma garota de suéter azul está segurando um brinquedo multicolor e está sentado nos ombros de um homem com cabelos grisalhos	Uma jovem menina oriental está de pé acima das pessoas e está brincando com um cata -vento	2.4	NEUTRAL
8476	Uma jovem menina ocidental está de pé acima da multidão e está brincando com um cata -vento	Uma garota de suéter azul está segurando um brinquedo multicolor e está sentado nos ombros de um homem com cabelos grisalhos	2.7	NEUTRAL
8479	Um jovem em uma bicicleta BMX está pulando em uma pirâmide de alvenaria	Um jovem em uma bicicleta BMX está pulando de uma pirâmide de alvenaria	4.4	ENTAILMENT
8481	Não há ciclista pulando em uma rampa em forma de pirâmide	Um ciclista está pulando em uma rampa em forma de pirâmide	4.1	CONTRADICTION
8482	Um jovem em uma bicicleta BMX está pulando de uma pirâmide de alvenaria	Um homem de bicicleta está pulando em uma rampa em forma de pirâmide	4	NEUTRAL
8483	Não há ciclista pulando em uma rampa em forma de pirâmide	Um jovem em uma bicicleta BMX está pulando de uma pirâmide de alvenaria	3.9	NEUTRAL
8484	Um jovem em uma bicicleta BMX está pulando de uma pirâmide	Um ciclista está pulando em uma rampa em forma de pirâmide	4	ENTAILMENT
8486	Um ciclista está pulando em uma rampa em forma de pirâmide	Um jovem em uma bicicleta BMX está pulando de uma pirâmide de alvenaria	4.2	ENTAILMENT
8489	Um homem sem camisa está segurando uma bola de futebol	Um futebol está sendo mantido por um homem sem camisa	5	ENTAILMENT
8490	Um homem com uma camisa está segurando uma futebol	Um homem sem camisa está segurando uma bola de futebol	3.3	NEUTRAL
8492	Um homem com uma camisa está segurando uma futebol	Um homem sem camisa está jogando futebol em um gramado	2.7	NEUTRAL
8493	Um homem sem camisa está jogando futebol em um campo	Um homem sem camisa está segurando uma bola de futebol	3.5	NEUTRAL
8494	Um homem sem camisa está segurando uma bola de futebol	Um homem sem camisa está jogando futebol em uma academia	4	NEUTRAL
8501	A pessoa não está entrando na água	O homem está entrando na água	3.5	NEUTRAL
8502	O homem está entrando no lago	A pessoa está entrando na água	4.3	ENTAILMENT
8504	O homem está entrando na água	A pessoa está entrando na água	4.5	ENTAILMENT
8506	Duas pessoas estão sentadas em um banco de parque em um dia ensolarado	Duas pessoas estão sentadas em um banco de parque em um dia chuvoso	3.2	NEUTRAL
8507	Duas mulheres vestidas de branco e preto estão relaxando em um banco	Duas mulheres vestidas de branco e preto estão sentadas em um banco	4.2	NEUTRAL
8511	Duas pessoas estão sentadas em um banco de parque em um dia quente	Duas mulheres vestidas de branco e preto estão sentadas em um banco	3.6	NEUTRAL
8512	Duas mulheres vestidas de branco e preto estão sentadas em um banco	Duas pessoas estão sentadas em um banco de parque em um dia chuvoso	3.9	NEUTRAL
8514	Cinco pessoas estão de pé na grama com três cães	Cinco pessoas estão de pé na grama com alguns cães	4.4	ENTAILMENT
8516	Cinco pessoas estão de pé com três cães no campo verde ao lado da estrada	Cinco pessoas estão de pé com três cães no parque ao lado da estrada	4.3	NEUTRAL
8517	Cinco pessoas estão correndo com três cães no campo verde ao lado da estrada	Cinco pessoas estão de pé com três cães no campo verde ao lado da estrada	3.5	NEUTRAL
8520	Cinco pessoas estão de pé com três cães no campo verde ao lado da estrada	Cinco pessoas estão de pé na grama com alguns cães	4.4	ENTAILMENT
8521	Cinco pessoas estão de pé na grama sem cachorros	Cinco pessoas estão de pé com três cães no campo verde ao lado da estrada	3.7	CONTRADICTION
8524	Uma velha está carregando muitos lenços coloridos na praia	Uma jovem está carregando muitos lenços coloridos na praia	4.2	NEUTRAL
8525	Um arco -íris afegão está sendo mantido por uma garota em ouro e roxo	Uma garota em ouro e roxo está segurando um arco -íris afegão	5	ENTAILMENT
8528	Um homem em ouro e roxo está segurando um arco -íris afegão	Uma jovem está carregando muitos lenços coloridos na praia	1.5	NEUTRAL
8529	Uma garota em ouro e roxo está segurando um arco -íris afegão	Uma garota está carregando muitos lenços coloridos na praia	2.3	NEUTRAL
8530	Uma velha está carregando muitos lenços coloridos na praia	Uma garota em ouro e roxo está segurando um arco -íris afegão	1.5	NEUTRAL
8532	Um cachorro marrom claro está correndo na água	Um cachorro marrom claro está correndo na água	4.7	ENTAILMENT
8536	Um cachorro marrom claro está correndo na água	Um cachorro bronzeado está brincando na água na margem de uma lagoa	4	NEUTRAL
8537	Um cachorro marrom claro está correndo na água	Um cachorro bronzeado está espirrando na água na margem de um rio	3.9	NEUTRAL
8538	Um cachorro bronzeado está espirrando na água na margem de uma lagoa	Um cachorro marrom claro está correndo na água	2.9	NEUTRAL
8541	A criança está espirrando água em uma pequena piscina azul	A criança está espirrando água em uma piscina	4.5	ENTAILMENT
8543	Um bebê está espirrando dentro de uma piscina azul	Uma criança está fazendo um respingo dentro de uma piscina azul	4.4	ENTAILMENT
8551	Um cachorro de seda cinza está correndo na grama e um cachorro marrom olha	Um cachorro de seda cinza está deitado na grama e um cachorro marrom está olhando	4.3	CONTRADICTION
8555	O cachorro marrom está vendo um cachorro preto e está brincando na grama seca	Um cachorro de seda cinza está deitado na grama e um cachorro marrom está olhando	2.4	NEUTRAL
8561	Um homem de chapéu está do lado de fora de um jipe ​​verde	Um homem de chapéu está do lado de fora de um veículo verde	4.5	ENTAILMENT
8562	Um homem de chapéu está do lado de fora de um jipe ​​verde	Um homem sem chapéu está do lado de fora de um jipe ​​verde	3.95	CONTRADICTION
8563	Um homem está de pé em uma colina de terra ao lado de um jipe ​​preto	Um homem de chapéu está do lado de fora de um veículo verde	2.6	NEUTRAL
8564	Um homem sem chapéu está do lado de fora de um jipe ​​verde	Um homem está de pé em uma colina de terra ao lado de um jipe ​​preto	3.4	NEUTRAL
8566	Um homem de chapéu está do lado de fora de um jipe ​​verde	Um homem está de pé em um jipe ​​preto em uma colina de terra	2.4	NEUTRAL
8567	Um homem de chapéu está do lado de fora de um jipe ​​verde	Um homem está de pé em uma colina de terra ao lado de um jipe ​​preto	3.4	NEUTRAL
8569	Um cachorro preto e um pequeno cachorro branco e preto estão olhando para uma bancada de cozinha	Um gato preto e um pequeno gato branco e preto estão olhando para uma bancada de cozinha	2.2	NEUTRAL
8571	Um cachorro grande e um cachorro pequeno estão ao lado do balcão da cozinha e estão investigando	Um cachorro grande e um cachorro pequeno estão de pé no balcão da cozinha e investigam	4.4	ENTAILMENT
8572	Um cachorro preto e um pequeno cachorro branco e preto estão olhando para uma bancada de cozinha	Um cachorro grande e um cachorro pequeno estão parados ao lado do balcão da cozinha e estão cheirando	4.2	NEUTRAL
8574	Um cachorro grande e um cachorro pequeno estão ao lado do balcão da cozinha e estão investigando	Dois cães estão olhando para uma bancada de cozinha	4.3	NEUTRAL
8578	Um cachorro está rolando no chão	Um cachorro está dormindo no chão	3.8	NEUTRAL
8581	Um cachorro bronzeado que está sujo está rolando na sujeira e olhando diretamente para a câmera	Um cachorro está rolando no chão	4.3	ENTAILMENT
8582	Um cachorro bronzeado sujo está rolando na água e olhando diretamente para a câmera	Um cachorro está rolando no chão	2.6	NEUTRAL
8584	Um cachorro bronzeado sujo está rolando na sujeira e olhando diretamente para a câmera	Um cachorro está dormindo no chão	3.1	NEUTRAL
8586	Um homem árabe está vestindo um chapéu branco	Um chapéu branco está sendo usado por um homem árabe	4.9	ENTAILMENT
8588	Um homem com chapéu branco e camisa marrom está atrás de uma mulher em vermelho e está olhando para a esquerda	Um homem com chapéu branco e camisa marrom está atrás de uma mulher em vermelho e está olhando para o lado	4.5	ENTAILMENT
8589	Um homem com chapéu branco e camisa marrom está atrás de uma mulher em vermelho e está olhando para a direita	Um homem com chapéu branco e camisa marrom está atrás de uma mulher em vermelho e está olhando para a esquerda	4.3	NEUTRAL
8590	Um homem árabe está vestindo um chapéu branco	Um homem com chapéu branco e camisa marrom está atrás de uma mulher em vermelho e está olhando para o lado	2.6	NEUTRAL
8593	Um homem árabe não está vestindo um chapéu branco	Um homem com chapéu branco e camisa marrom está atrás de uma mulher em vermelho e está olhando para a esquerda	2.3	NEUTRAL
8594	Um homem com chapéu branco e camisa marrom está atrás de uma mulher em vermelho e está olhando para a esquerda	Um homem árabe está vestindo um chapéu branco	2.4	NEUTRAL
8596	Crianças pequenas brincam em uma fonte de água na frente de muitas pessoas	Crianças pequenas brincam em uma fonte de água na frente de poucas pessoas	4.1	NEUTRAL
8597	As crianças estão brincando em uma fonte que está pulverizando água do chão	Crianças estão brincando em fontes de terra	4.3	ENTAILMENT
8598	As crianças estão brincando em uma fonte que está pulverizando água do chão	Animais estão brincando em fontes que pulverizam água do chão	3.35	NEUTRAL
8600	Crianças pequenas brincam em uma fonte de água na frente de muitas pessoas	Animais estão brincando em fontes que pulverizam água do chão	2.9	NEUTRAL
8601	Os meninos estão brincando em uma fonte de água na frente de muitas pessoas	As crianças estão brincando em uma fonte que está pulverizando água do chão	3.7	NEUTRAL
8606	Uma pessoa em uma bicicleta amarela está no ar	Um ciclista em uma bicicleta amarelo está no ar	4.9	ENTAILMENT
8607	Um ciclista em uma bicicleta amarelo está no ar	Não há ciclista em uma bicicleta amarela no ar	3.9	CONTRADICTION
8608	Uma pessoa em uma bicicleta amarela está no ar	Uma pessoa em uma bicicleta de terra amarela está dando um salto	4.3	ENTAILMENT
8609	Não há ciclista em uma bicicleta amarela no ar	Uma pessoa em uma bicicleta de terra amarela está dando um salto	3.7	CONTRADICTION
8610	Um homem em uma bicicleta de terra amarela está dando um salto	Um ciclista em uma bicicleta amarelo está no ar	4.5	ENTAILMENT
8611	Uma pessoa em uma bicicleta limpa amarela está dando um salto	Um ciclista em uma bicicleta amarelo está no ar	4.4	ENTAILMENT
8613	A bicicleta está sendo montada por um homem vestindo uma boina em uma trilha de recreação	Um homem está usando uma boina e está andando de bicicleta em uma trilha de recreação	5	ENTAILMENT
8614	Um homem está usando uma boina e está andando de bicicleta em uma trilha de recreação	Uma mulher está usando uma boina e está andando de bicicleta em uma trilha de recreação	3.4	NEUTRAL
8618	Um homem está usando uma boina e está andando de bicicleta em uma trilha de recreação	Um homem velho com barba cinza não está andando de bicicleta	2.365	NEUTRAL
8620	Uma mulher está usando uma boina e está andando de bicicleta em uma trilha de recreação	Um homem velho com barba cinza está andando de bicicleta	2.7	NEUTRAL
8622	Cinco adultos estão sentados em degraus de pedra	Cinco adultos estão sentados em degraus feitos de pedra	4.9	ENTAILMENT
8624	As pessoas estão sentadas contra uma parede	As pessoas estão sentadas perto de uma parede	4.1	ENTAILMENT
8626	Cinco adultos estão sentados em degraus de pedra	As pessoas estão sentadas perto de uma parede	3	NEUTRAL
8627	Cinco adultos estão sentados em degraus de pedra	Pessoas estão de pé contra uma parede	1.8	NEUTRAL
8629	Cinco adultos estão sentados em uma cadeira	As pessoas estão sentadas contra uma parede	2.8	NEUTRAL
8630	As pessoas estão sentadas contra uma parede	Cinco adultos estão sentados em degraus de pedra	3.2	NEUTRAL
8631	Um homem é escalada e uma cidade e uma baía estão em segundo plano	Uma pessoa é escalada e uma cidade e uma baía estão em segundo plano	4.4	ENTAILMENT
8635	Um homem está escalando, parando e calculando a rota	Um homem é escalada e uma cidade e uma baía estão em segundo plano	3.8	NEUTRAL
8636	Uma mulher está escalando, pausando e calculando a rota	Um homem é escalada e uma cidade e uma baía estão em segundo plano	3.5	NEUTRAL
8637	Um homem está escalando, pausando e calculando a rota	Uma pessoa é escalada e uma cidade e uma baía estão em segundo plano	3.55	NEUTRAL
