sent0,sent1,hard_neg
Uma pista de patinação no gelo localizada ao ar livre está vazia,Não há pessoas patinando no gelo.,Um parque de patinação no gelo localizado ao ar livre está cheio de pessoas
O ciclista está andando de bicicleta em uma rua da cidade,O homem está pedalando na rua urbana.,O ciclista não está andando em uma rua da cidade
Não tem nenhum bebê sendo colocado numa lata de lixo por uma mulher,Não tem um bebê sendo abandonado por alguém.,Um bebê está sendo colocado em uma lixeira por uma mulher
Ninguém está tocando violão e cantando,Ninguém está dançando e sorrindo.,"A mulher está tocando um violão, que é acústico, e cantando"
Um homem está despejando óleo dentro de uma sautese,Um indivíduo está cozinhando algo numa panela.,Um homem está tirando o óleo de uma sautese
O cachorro está brincando com um recipiente plástico,Um animal está interagindo com um objeto.,O filhote de cachorro não está brincando com um recipiente de plástico
Dois meninos estão brincando em um trampolim,Meninos brincam em um trampolim.,Ninguém está brincando em um trampolim
O homem no palco está cantando no microfone,Um cantor no palco está falando alto.,O homem no palco não está cantando no microfone
Não tem nenhum homem de terno parado no microfone e cantando,Não tem nenhum homem de terno cantando no microfone.,Um homem de terno está de pé em frente a um microfone e cantando
Não tem nenhuma mulher tocando um violão elétrico,Não tem nenhum homem tocando uma harpa.,Uma mulher está tocando um violão elétrico
O homem não está comendo uma banana próximo da árvore,Alguém não está comendo perto da árvore.,O homem está comendo uma banana perto de uma árvore
Dois homens estão lutando em um pasto para vaca,Homens brigam num campo aberto.,Ninguém está lutando em um pasto para vaca
Um rebanho de renas está atravessando uma estrada,Animais selvagens estão cruzando uma via.,O rebanho de renas não está atravessando uma estrada
Uma menina está aplicando maquiagem em seu rosto,Uma pessoa está cuidando da beleza.,Não tem nenhuma mulher passando maquiagem
Uma menina está aplicando maquiagem em seu rosto,Uma pessoa usa cosméticos no rosto.,Não tem nenhuma menina aplicando maquiagem em seu rosto
Não tem nenhum homem montando um touro mecânico,Não tem nenhum homem andando de patinete.,O homem está montando um touro mecânico
Uma pessoa está escovando um gato,Um gato está sendo escovado.,Ninguém está escovando o gato
O homem não está montando um touro mecânico,O homem não está montando um touro.,O homem está montando um touro mecânico
A mulher não está cozinhando alguma coisa,A mulher não está cozinhando nada.,Uma mulher está cozinhando ovos
Não tem nenhuma menina tocando o piano,Não tem nenhum aluno tocando o piano.,Uma menina está tocando o piano
A menina está passando lápis de olho em sua pálpebra,A menina está maquiando o próprio rosto.,A menina não está usando um lápis de olho em sua pálpebra
Uma mulher está preparando um ovo em uma sautese,Uma pessoa está cozinhando algo na cozinha.,Não tem nenhuma mulher preparando um ovo em uma sautese
Um pequenino porquinho-da-índia está roendo e comendo um pedaço de cenoura no chão,Um pequeno roedor está mordiscando e saboreando um vegetal alaranjado no piso.,Não tem nenhum porquinho-da-índia pequenino roendo e comendo um pedaço de cenoura no chão
A mulher não está passeando o cachorro,O cachorro não está passeando.,A mulher está passeando com o cachorro
Não tem nenhuma pessoa despejando óleo de oliva dentro de uma panela no fogão,Não tem pessoa alguma pondo azeite na panela sobre o fogão.,Uma pessoa está despejando azeite de oliva em uma panela no fogão
Um homem e uma mulher estão conversando,Uma pessoa está falando.,Um homem e uma mulher estão calados
Um homem e uma mulher estão comendo,Alguém está comendo.,Um homem e uma mulher não estão comendo
Um jogador de futebol de campo está marcando um gol,Um atleta está fazendo um ponto.,Não tem nenhum jogador de futebol de campo chutando uma bola de futebol de campo no gol
Jogadores de futebol de campo estão chutando uma bola de futebol de campo no gol,Pessoas estão praticando esportes com uma bola esférica em um campo.,Não tem nenhum jogador de futebol de campo chutando uma bola de futebol de campo no gol
O homem não está praticando kickboxing com um treinador,O homem não está praticando kickboxing sozinho.,O homem está praticando kickboxing com um treinador
Ninguém está andando de bicicleta,Alguém não está pedalando.,Duas pessoas estão montando uma bicicleta
Não tem nenhuma pessoa fervendo macarrão,Não tem uma pessoa cozinhando macarrão.,Uma mulher está fervendo macarrão na água
Os três homens estão dançando,Homens estão dançando.,Os homens não estão dançando
Um homem está comendo alguma comida,Alguém está comendo algo.,O homem está jejuando
Um homem está picando um tronco com um machado,Um lenhador está trabalhando com um machado.,Não tem nenhum homem cortando um tronco com um machado
Uma pessoa está limpando a manteiga em uma bandeja,Uma pessoa está removendo a gordura em um prato.,Não tem nenhuma pessoa amanteigando a bandeja
Uma pessoa está desembrulhando uma tortilha,Uma pessoa está comendo uma tortilha.,Uma pessoa está embrulhando uma tortilha
Ninguém está batendo um ovo,Ninguém está comendo bolo.,A mulher está mexendo ovos em uma tigela
A mulher está mexendo ovos em uma tigela,A mulher cozinha algo na cozinha.,A mulher não está mexendo ovos em uma tigela
Um urso panda está comendo um pouco de bambu,Um panda come uma planta verde.,O panda não está comendo bambu
Não tem nenhum urso panda comendo um pouco de bambu,Não tem um único urso comendo tal bambu.,Um urso panda está comendo um pouco de bambu
Não tem nenhuma mulher pilotando uma moto aquática,Ninguém pilota uma moto aquática feminina.,Uma mulher está pilotando uma moto aquática
Alguém está limpando um animal,Alguém está tocando um animal.,Alguém está sujando um animal
Não tem ninguém digitando,Não há pessoas escrevendo.,Alguém está digitando em um teclado
Não tem ninguém digitando,Não há gente escrevendo.,Alguém está digitando
A mulher está fatiando ervas,Uma pessoa está cortando temperos.,A mulher não está fatiando ervas
Não tem nenhum homem comendo alguma comida,Não tem nenhum homem comendo nada.,Um homem está comendo alguma comida
Não tem nenhuma mulher preparando uma costeleta de porco empanada,Não tem nenhum homem preparando um bife à milanesa.,A mulher está fritando uma costeleta de porco empanada
O homem e a mulher não estão andando,O homem não está andando.,O homem e a mulher estão andando
Uma mulher está empanando uma costeleta de porco,Alguém cozinha algo na cozinha.,Não há nenhuma mulher cobrindo uma costeleta de porco
O menino jovem está correndo pelas ondas do oceano,Um garoto corre na beira de um mar.,O jovem menino não está correndo através das ondas do oceano
Não tem nenhuma pessoa chutando uma bola de futebol de campo entre as pernas de alguém,Ninguém está chutando uma bola de tênis sob as pernas de um homem.,O jogador de futebol de campo está chutando a bola entre as pernas de alguém
Um homem está tocando o violão,Um homem está tocando um instrumento.,Ninguém está tocando violão
Um filhote de gato está brincando com uma corda azul de brinquedo,Um gato pequeno interage com um objeto azul.,O filhote de gato não está brincando com um brinquedo
Não tem nenhuma mulher espremendo o suco de um limão,Não tem uma pessoa espremendo o suco de um limão.,Uma mulher está espremendo um limão
A mulher está mexendo carne em uma tigela,A cozinha possui uma tigela com comida.,Não tem nenhuma senhora misturando uma mistura de carne em uma tigela
Não tem nenhum jovem menino tocando um instrumento de sopro,Não tem nenhum rapaz tocando um instrumento musical.,Um menino jovem está tocando um instrumento de sopro
Um homem está cortando uma caixa,Um homem usa uma caixa.,Não tem nenhum homem cortando uma caixa
O macaco não está praticando artes marciais,O macaco não luta boxe tailandês.,O macaco está praticando artes marciais
Não tem nenhuma mulher usando lápis de olho e aplicando delineador em sua pálpebra,Não há pessoa alguma usando batom e passando brilho labial em seus lábios.,Uma mulher está usando um lápis de olho e está aplicando delineador em sua pálpebra
Não tem nenhuma mulher preparando uma costeleta de porco empanada,Não existe alguém cozinhando uma receita com carne suína.,Uma mulher está cozinhando costeleta de porco empanada
A banda está cantando,Alguém está cantando.,A banda não está cantando
Uma pessoa está fervendo macarrão,Alguém está cozinhando alimento.,Não tem nenhuma pessoa fervendo macarrão
A senhora está fatiando a carne,A carne está sendo fatiada.,A senhora não está cortando a carne
Um gato está brincando com uma melancia,Um felino come uma fruta.,O gato não está brincando com uma melancia
O homem está comendo cereal,Alguém está comendo algo.,Não tem nenhum homem comendo uma tigela de cereal
Não tem nenhum homem comendo cereal,Ninguém está comendo cereal.,Um homem está comendo uma tigela de cereal
Não tem nenhum homem comendo uma tigela de cereal,Ninguém está comendo uma tigela de cereal.,Um homem está comendo uma tigela de cereal
O cachorro não está empurrando o menino na água,O menino não está caindo na água.,O cachorro está empurrando um menino para a água
Não tem nenhuma mulher batucando seus dedos,Não tem nenhum homem cantando suas músicas.,Uma mulher está batucando seus dedos em uma mesa
Um homem está polvilhando tempero em vários pães fatiados e com manteiga,Pães fatiados com manteiga estão recebendo um tempero.,Não tem nenhum homem polvilhando tempero em muitas fatias amanteigadas de pão
A mulher está quebrando dois ovos dentro de uma tigela de vidro,Um ovo está sendo quebrado em uma tigela redonda.,Não tem nenhuma mulher rachando um ovo em uma tigela
A mulher está quebrando dois ovos dentro de uma tigela de vidro,Ovos estão sendo quebrados em uma tigela.,A mulher não está rachando dois ovos em uma tigela de vidro
Uma mulher está quebrando um ovo em uma tigela,Um ovo está dentro de uma tigela.,Não tem nenhuma mulher rachando um ovo em uma tigela
Uma mulher está costurando com uma máquina,Uma pessoa está trabalhando com algo.,Não tem nenhuma mulher usando uma máquina de costura
